idx;pitch;tsr;Cp;Ct;Cq;dCqdpitch;dCqdtsr;stall
963;9.50;3.50;0.196493;0.443528;0.056141;0.002741;-0.001545;1
964;9.50;3.75;0.209913;0.455367;0.055977;-0.003500;-0.002734;0
965;9.50;4.00;0.217563;0.461931;0.054391;-0.007984;-0.003529;0
966;9.50;4.25;0.220936;0.464584;0.051985;-0.010270;-0.004029;0
967;9.50;4.50;0.221651;0.464749;0.049256;-0.011192;-0.004379;0
968;9.50;4.75;0.220347;0.462978;0.046389;-0.011541;-0.004641;0
969;9.50;5.00;0.217427;0.459634;0.043485;-0.011595;-0.004879;0
970;9.50;5.25;0.213105;0.454909;0.040591;-0.011505;-0.005112;0
971;9.50;5.50;0.207532;0.448916;0.037733;-0.011362;-0.005341;0
972;9.50;5.75;0.200735;0.441750;0.034911;-0.011227;-0.005578;0
973;9.50;6.00;0.192718;0.433447;0.032120;-0.011128;-0.005828;0
974;9.50;6.25;0.183415;0.423984;0.029346;-0.011070;-0.006094;0
975;9.50;6.50;0.172802;0.413365;0.026585;-0.011017;-0.006362;0
976;9.50;6.75;0.160906;0.401626;0.023838;-0.010973;-0.006662;0
977;9.50;7.00;0.147689;0.388755;0.021098;-0.011216;-0.007152;0
978;9.50;7.25;0.132167;0.373967;0.018230;-0.011834;-0.007833;0
979;9.50;7.50;0.113862;0.356978;0.015182;-0.012335;-0.008464;0
980;9.50;7.75;0.093484;0.338507;0.012062;-0.012450;-0.008880;0
981;9.50;8.00;0.071651;0.319086;0.008956;-0.012361;-0.009106;0
982;9.50;8.25;0.048524;0.298816;0.005882;-0.012082;-0.009160;0
983;9.50;8.50;0.024780;0.278206;0.002915;-0.011568;-0.008976;0
984;9.50;8.75;0.000853;0.257603;0.000098;-0.010849;-0.008388;0
985;9.50;9.00;0.000000;0.237461;-0.002509;-0.009750;-0.008024;0
986;9.50;9.25;0.000000;0.218522;-0.004777;-0.009383;-0.008233;0
987;9.50;9.50;0.000000;0.197633;-0.007201;-0.010261;-0.008618;0
988;9.50;9.75;0.000000;0.174053;-0.009908;-0.010893;-0.009416;0
989;9.50;10.00;0.000000;0.149450;-0.012648;-0.010959;-0.010211;0
990;10.00;2.00;0.067504;0.329267;0.033752;0.025255;0.001770;1
991;10.00;2.25;0.090148;0.349452;0.040066;0.023789;0.001614;1
992;10.00;2.50;0.114116;0.369415;0.045646;0.019573;0.001239;1
993;10.00;2.75;0.137093;0.387698;0.049852;0.013412;0.000366;1
994;10.00;3.00;0.157057;0.404556;0.052352;0.008811;-0.000409;1
995;10.00;3.25;0.176337;0.422228;0.054258;0.005851;-0.000828;1
996;10.00;3.50;0.193473;0.437613;0.055278;0.000579;-0.001911;1
997;10.00;3.75;0.204552;0.447038;0.054547;-0.005407;-0.002981;0
998;10.00;4.00;0.210298;0.451632;0.052574;-0.009217;-0.003704;0
999;10.00;4.25;0.212240;0.452724;0.049939;-0.011064;-0.004145;0
1000;10.00;4.50;0.211690;0.451456;0.047042;-0.011787;-0.004468;0
1001;10.00;4.75;0.209215;0.448349;0.044045;-0.012044;-0.004735;0
1002;10.00;5.00;0.205101;0.443647;0.041020;-0.012075;-0.004981;0
1003;10.00;5.25;0.199541;0.437531;0.038008;-0.011976;-0.005222;0
1004;10.00;5.50;0.192677;0.430115;0.035032;-0.011843;-0.005463;0
1005;10.00;5.75;0.184498;0.421462;0.032087;-0.011736;-0.005719;0
1006;10.00;6.00;0.174986;0.411597;0.029164;-0.011664;-0.005990;0
1007;10.00;6.25;0.164093;0.400507;0.026255;-0.011607;-0.006260;0
1008;10.00;6.50;0.151843;0.388239;0.023361;-0.011621;-0.006605;0
1009;10.00;6.75;0.137998;0.374601;0.020444;-0.012019;-0.007175;0
1010;10.00;7.00;0.121456;0.358718;0.017351;-0.012732;-0.007889;0
1011;10.00;7.25;0.102068;0.340632;0.014078;-0.013089;-0.008420;0
1012;10.00;7.50;0.081046;0.321438;0.010806;-0.012973;-0.008671;0
1013;10.00;7.75;0.058836;0.301468;0.007592;-0.012737;-0.008780;0
1014;10.00;8.00;0.035500;0.280720;0.004438;-0.012342;-0.008721;0
1015;10.00;8.25;0.011721;0.259748;0.001421;-0.011605;-0.008154;0
1016;10.00;8.50;0.000000;0.239188;-0.001365;-0.010256;-0.007564;0
1017;10.00;8.75;0.000000;0.220401;-0.003707;-0.009499;-0.007708;0
1018;10.00;9.00;0.000000;0.200205;-0.006115;-0.010482;-0.008248;0
1019;10.00;9.25;0.000000;0.176433;-0.008948;-0.011565;-0.009263;0
1020;10.00;9.50;0.000000;0.151093;-0.011897;-0.011981;-0.010094;0
1021;10.00;9.75;0.000000;0.124346;-0.014938;-0.012300;-0.010656;0
1022;10.00;10.00;0.000000;0.096385;-0.018047;-0.012435;-0.011229;0
1023;10.50;2.00;0.069238;0.328935;0.034619;0.024924;0.001703;1
1024;10.50;2.25;0.091912;0.348689;0.040850;0.023195;0.001518;1
1025;10.50;2.50;0.115541;0.367914;0.046217;0.018231;0.001034;1
1026;10.50;2.75;0.137404;0.385219;0.049965;0.011792;0.000092;1
1027;10.50;3.00;0.156338;0.401370;0.052113;0.007627;-0.000540;1
1028;10.50;3.25;0.174780;0.418101;0.053779;0.004235;-0.001094;1
1029;10.50;3.50;0.189806;0.431152;0.054230;-0.001565;-0.002267;0
1030;10.50;3.75;0.198735;0.438418;0.052996;-0.007087;-0.003185;0
1031;10.50;4.00;0.202746;0.441195;0.050687;-0.010312;-0.003838;0
1032;10.50;4.25;0.203321;0.440796;0.047840;-0.011797;-0.004246;0
1033;10.50;4.50;0.201547;0.438174;0.044788;-0.012373;-0.004553;0
1034;10.50;4.75;0.197856;0.433688;0.041654;-0.012568;-0.004827;0
1035;10.50;5.00;0.192522;0.427637;0.038504;-0.012568;-0.005082;0
1036;10.50;5.25;0.185690;0.420132;0.035370;-0.012469;-0.005332;0
1037;10.50;5.50;0.177483;0.411280;0.032270;-0.012356;-0.005590;0
1038;10.50;5.75;0.167851;0.401121;0.029192;-0.012280;-0.005861;0
1039;10.50;6.00;0.156779;0.389674;0.026130;-0.012211;-0.006139;0
1040;10.50;6.25;0.144287;0.376989;0.023086;-0.012300;-0.006523;0
1041;10.50;6.50;0.129869;0.362664;0.019980;-0.012847;-0.007151;0
1042;10.50;6.75;0.112472;0.345865;0.016662;-0.013541;-0.007847;0
1043;10.50;7.00;0.092464;0.327082;0.013209;-0.013704;-0.008260;0
1044;10.50;7.25;0.071125;0.307418;0.009810;-0.013398;-0.008372;0
1045;10.50;7.50;0.048825;0.287120;0.006510;-0.013056;-0.008440;0
1046;10.50;7.75;0.025437;0.266019;0.003282;-0.012549;-0.008032;0
1047;10.50;8.00;0.001886;0.244872;0.000236;-0.011110;-0.007338;0
1048;10.50;8.25;0.000000;0.225849;-0.002273;-0.009770;-0.007255;0
1049;10.50;8.50;0.000000;0.206604;-0.004649;-0.010677;-0.007819;0
1050;10.50;8.75;0.000000;0.182873;-0.007611;-0.012217;-0.008910;0
1051;10.50;9.00;0.000000;0.157129;-0.010757;-0.012859;-0.009900;0
1052;10.50;9.25;0.000000;0.129670;-0.014040;-0.013076;-0.010491;0
1053;10.50;9.50;0.000000;0.101444;-0.017295;-0.013047;-0.011008;0
1054;10.50;9.75;0.000000;0.072221;-0.020564;-0.013162;-0.011486;0
1055;10.50;10.00;0.000000;0.041779;-0.023876;-0.013249;-0.011964;0
1056;11.00;2.00;0.070909;0.328546;0.035455;0.024517;0.001643;1
1057;11.00;2.25;0.093564;0.347818;0.041584;0.022451;0.001418;1
1058;11.00;2.50;0.116701;0.366261;0.046680;0.016720;0.000810;1
1059;11.00;2.75;0.137346;0.382563;0.049944;0.010264;-0.000164;1
1060;11.00;3.00;0.155436;0.398143;0.051812;0.006439;-0.000667;1
1061;11.00;3.25;0.172781;0.413577;0.053164;0.002398;-0.001406;1
1062;11.00;3.50;0.185538;0.424232;0.053011;-0.003602;-0.002552;0
1063;11.00;3.75;0.192609;0.429624;0.051362;-0.008549;-0.003362;0
1064;11.00;4.00;0.194947;0.430638;0.048737;-0.011338;-0.003960;0
1065;11.00;4.25;0.194196;0.428807;0.045693;-0.012496;-0.004336;0
1066;11.00;4.50;0.191200;0.424837;0.042489;-0.012950;-0.004639;0
1067;11.00;4.75;0.186288;0.419027;0.039218;-0.013101;-0.004915;0
1068;11.00;5.00;0.179692;0.411600;0.035938;-0.013084;-0.005181;0
1069;11.00;5.25;0.171551;0.402707;0.032676;-0.012992;-0.005442;0
1070;11.00;5.50;0.161933;0.392394;0.029442;-0.012902;-0.005717;0
1071;11.00;5.75;0.150794;0.380718;0.026225;-0.012834;-0.006001;0
1072;11.00;6.00;0.138152;0.367721;0.023025;-0.012986;-0.006407;0
1073;11.00;6.25;0.123327;0.352851;0.019732;-0.013632;-0.007069;0
1074;11.00;6.50;0.105362;0.335417;0.016209;-0.014271;-0.007722;0
1075;11.00;6.75;0.085030;0.316185;0.012597;-0.014237;-0.008015;0
1076;11.00;7.00;0.063638;0.296264;0.009091;-0.013782;-0.008050;0
1077;11.00;7.25;0.041369;0.275722;0.005706;-0.013449;-0.007873;0
1078;11.00;7.50;0.017749;0.254158;0.002367;-0.012292;-0.007287;0
1079;11.00;7.75;0.000000;0.234416;-0.000440;-0.010533;-0.006946;0
1080;11.00;8.00;0.000000;0.215574;-0.002900;-0.010787;-0.007320;0
1081;11.00;8.25;0.000000;0.193048;-0.005834;-0.012568;-0.008377;0
1082;11.00;8.50;0.000000;0.167128;-0.009184;-0.013566;-0.009557;0
1083;11.00;8.75;0.000000;0.139716;-0.012617;-0.013660;-0.010156;0
1084;11.00;9.00;0.000000;0.111507;-0.016014;-0.013643;-0.010631;0
1085;11.00;9.25;0.000000;0.082112;-0.019439;-0.013781;-0.011019;0
1086;11.00;9.50;0.000000;0.051456;-0.022905;-0.013972;-0.011494;0
1087;11.00;9.75;0.000000;0.019444;-0.026425;-0.014213;-0.012026;0
1088;11.00;10.00;0.000000;-0.013995;-0.030011;-0.014347;-0.012566;0
1089;11.50;2.00;0.072523;0.328091;0.036262;0.024025;0.001580;1
1090;11.50;2.25;0.095102;0.346849;0.042268;0.021530;0.001310;1
1091;11.50;2.50;0.117566;0.364454;0.047027;0.015067;0.000568;1
1092;11.50;2.75;0.136953;0.379748;0.049801;0.008837;-0.000381;1
1093;11.50;3.00;0.154336;0.394817;0.051445;0.005142;-0.000823;1
1094;11.50;3.25;0.170210;0.408531;0.052372;0.000465;-0.001715;1
1095;11.50;3.50;0.180873;0.417061;0.051678;-0.005477;-0.002766;0
1096;11.50;3.75;0.186126;0.420565;0.049634;-0.009902;-0.003547;0
1097;11.50;4.00;0.186907;0.419976;0.046727;-0.012260;-0.004066;0
1098;11.50;4.25;0.184891;0.416779;0.043504;-0.013156;-0.004420;0
1099;11.50;4.50;0.180670;0.411497;0.040149;-0.013530;-0.004725;0
1100;11.50;4.75;0.174508;0.404347;0.036739;-0.013651;-0.005005;0
1101;11.50;5.00;0.166617;0.395548;0.033323;-0.013621;-0.005278;0
1102;11.50;5.25;0.157121;0.385255;0.029928;-0.013542;-0.005554;0
1103;11.50;5.50;0.146038;0.373466;0.026552;-0.013475;-0.005844;0
1104;11.50;5.75;0.133345;0.360267;0.023190;-0.013659;-0.006259;0
1105;11.50;6.00;0.118338;0.345076;0.019723;-0.014347;-0.006929;0
1106;11.50;6.25;0.100105;0.327244;0.016017;-0.014930;-0.007537;0
1107;11.50;6.50;0.079678;0.307764;0.012258;-0.014738;-0.007738;0
1108;11.50;6.75;0.058371;0.287706;0.008648;-0.014197;-0.007737;0
1109;11.50;7.00;0.036117;0.266918;0.005160;-0.013421;-0.007300;0
1110;11.50;7.25;0.014044;0.246226;0.001937;-0.011872;-0.006806;0
1111;11.50;7.50;0.000000;0.227076;-0.000776;-0.011202;-0.006843;0
1112;11.50;7.75;0.000000;0.205946;-0.003664;-0.012615;-0.007701;0
1113;11.50;8.00;0.000000;0.180851;-0.007084;-0.013972;-0.008948;0
1114;11.50;8.25;0.000000;0.153844;-0.010650;-0.014245;-0.009718;0
1115;11.50;8.50;0.000000;0.125778;-0.014206;-0.014235;-0.010123;0
1116;11.50;8.75;0.000000;0.096581;-0.017767;-0.014364;-0.010512;0
1117;11.50;9.00;0.000000;0.065921;-0.021388;-0.014584;-0.010988;0
1118;11.50;9.25;0.000000;0.033878;-0.025059;-0.014803;-0.011500;0
1119;11.50;9.50;0.000000;0.000389;-0.028789;-0.015062;-0.012040;0
1120;11.50;9.75;0.000000;-0.034590;-0.032590;-0.015307;-0.012583;0
1121;11.50;10.00;0.000000;-0.070870;-0.036443;-0.015411;-0.013123;0
1122;12.00;2.00;0.074069;0.327563;0.037034;0.023436;0.001521;1
1123;12.00;2.25;0.096511;0.345777;0.042894;0.020428;0.001179;1
1124;12.00;2.50;0.118121;0.362483;0.047248;0.013339;0.000315;1
1125;12.00;2.75;0.136299;0.376845;0.049563;0.007482;-0.000537;1
1126;12.00;3.00;0.152968;0.391284;0.050989;0.003771;-0.001024;1
1127;12.00;3.25;0.167208;0.403166;0.051449;-0.001488;-0.001990;0
1128;12.00;3.50;0.175858;0.409632;0.050245;-0.007266;-0.002966;0
1129;12.00;3.75;0.179309;0.411321;0.047816;-0.011150;-0.003707;0
1130;12.00;4.00;0.178681;0.409258;0.044670;-0.013085;-0.004157;0
1131;12.00;4.25;0.175411;0.404728;0.041273;-0.013814;-0.004499;0
1132;12.00;4.50;0.169935;0.398110;0.037763;-0.014119;-0.004811;0
1133;12.00;4.75;0.162516;0.389642;0.034214;-0.014207;-0.005095;0
1134;12.00;5.00;0.153299;0.379481;0.030660;-0.014183;-0.005378;0
1135;12.00;5.25;0.142393;0.367764;0.027123;-0.014123;-0.005670;0
1136;12.00;5.50;0.129790;0.354490;0.023598;-0.014313;-0.006079;0
1137;12.00;5.75;0.114804;0.339174;0.019966;-0.015004;-0.006735;0
1138;12.00;6.00;0.096578;0.321185;0.016096;-0.015541;-0.007315;0
1139;12.00;6.25;0.076221;0.301589;0.012195;-0.015250;-0.007461;0
1140;12.00;6.50;0.055063;0.281443;0.008471;-0.014671;-0.007288;0
1141;12.00;6.75;0.032803;0.260434;0.004860;-0.013360;-0.006876;0
1142;12.00;7.00;0.012539;0.240816;0.001791;-0.011919;-0.006615;0
1143;12.00;7.25;0.000000;0.220933;-0.001100;-0.012536;-0.007032;0
1144;12.00;7.50;0.000000;0.197435;-0.004477;-0.014083;-0.008158;0
1145;12.00;7.75;0.000000;0.171254;-0.008141;-0.014742;-0.009119;0
1146;12.00;8.00;0.000000;0.143647;-0.011848;-0.014821;-0.009583;0
1147;12.00;8.25;0.000000;0.114858;-0.015552;-0.014919;-0.009969;0
1148;12.00;8.50;0.000000;0.084579;-0.019307;-0.015154;-0.010429;0
1149;12.00;8.75;0.000000;0.052733;-0.023128;-0.015391;-0.010939;0
1150;12.00;9.00;0.000000;0.019426;-0.027003;-0.015621;-0.011451;0
1151;12.00;9.25;0.000000;-0.015379;-0.030939;-0.015885;-0.011985;0
1152;12.00;9.50;0.000000;-0.051701;-0.034945;-0.016138;-0.012527;0
1153;12.00;9.75;0.000000;-0.089411;-0.039008;-0.016379;-0.013069;0
1154;12.00;10.00;0.000000;-0.128580;-0.043135;-0.016508;-0.013563;0
1155;12.50;2.00;0.075565;0.327004;0.037782;0.022655;0.001455;1
1156;12.50;2.25;0.097754;0.344581;0.043446;0.019119;0.001019;1
1157;12.50;2.50;0.118354;0.360335;0.047342;0.011637;0.000067;1
1158;12.50;2.75;0.135477;0.373932;0.049265;0.006158;-0.000668;1
1159;12.50;3.00;0.151262;0.387433;0.050421;0.002236;-0.001242;1
1160;12.50;3.25;0.163742;0.397418;0.050382;-0.003417;-0.002276;0
1161;12.50;3.50;0.170493;0.401978;0.048712;-0.008912;-0.003149;0
1162;12.50;3.75;0.172224;0.401942;0.045926;-0.012284;-0.003831;0
1163;12.50;4.00;0.170280;0.398496;0.042570;-0.013844;-0.004242;0
1164;12.50;4.25;0.165768;0.392659;0.039004;-0.014464;-0.004580;0
1165;12.50;4.50;0.159022;0.384719;0.035338;-0.014721;-0.004889;0
1166;12.50;4.75;0.150307;0.374913;0.031644;-0.014785;-0.005186;0
1167;12.50;5.00;0.139729;0.363381;0.027946;-0.014771;-0.005480;0
1168;12.50;5.25;0.127356;0.350225;0.024258;-0.014946;-0.005872;0
1169;12.50;5.50;0.112602;0.334963;0.020473;-0.015606;-0.006499;0
1170;12.50;5.75;0.094619;0.317032;0.016455;-0.016130;-0.007069;0
1171;12.50;6.00;0.074447;0.297417;0.012408;-0.015800;-0.007198;0
1172;12.50;6.25;0.053471;0.277227;0.008555;-0.014876;-0.006882;0
1173;12.50;6.50;0.032305;0.256843;0.004970;-0.013569;-0.006480;0
1174;12.50;6.75;0.011955;0.236908;0.001771;-0.012850;-0.006495;0
1175;12.50;7.00;0.000000;0.215689;-0.001455;-0.013732;-0.007245;0
1176;12.50;7.25;0.000000;0.191168;-0.005095;-0.014958;-0.008358;0
1177;12.50;7.50;0.000000;0.164384;-0.008934;-0.015376;-0.008988;0
1178;12.50;7.75;0.000000;0.136255;-0.012783;-0.015465;-0.009396;0
1179;12.50;8.00;0.000000;0.106641;-0.016667;-0.015672;-0.009832;0
1180;12.50;8.25;0.000000;0.075375;-0.020619;-0.015938;-0.010331;0
1181;12.50;8.50;0.000000;0.042498;-0.024636;-0.016174;-0.010834;0
1182;12.50;8.75;0.000000;0.008113;-0.028706;-0.016407;-0.011337;0
1183;12.50;9.00;0.000000;-0.027810;-0.032839;-0.016678;-0.011865;0
1184;12.50;9.25;0.000000;-0.065299;-0.037045;-0.016954;-0.012405;0
1185;12.50;9.50;0.000000;-0.104304;-0.041316;-0.017229;-0.012934;0
1186;12.50;9.75;0.000000;-0.144863;-0.045659;-0.017379;-0.013397;0
1187;12.50;10.00;0.000000;-0.186430;-0.050006;-0.017385;-0.013828;0
1188;13.00;2.00;0.076979;0.326351;0.038489;0.021693;0.001374;1
1189;13.00;2.25;0.098804;0.343261;0.043913;0.017651;0.000834;1
1190;13.00;2.50;0.118288;0.358034;0.047315;0.009965;-0.000163;1
1191;13.00;2.75;0.134462;0.370940;0.048895;0.004864;-0.000788;1
1192;13.00;3.00;0.149242;0.383303;0.049747;0.000555;-0.001467;1
1193;13.00;3.25;0.159812;0.391292;0.049173;-0.005303;-0.002517;0
1194;13.00;3.50;0.164835;0.394147;0.047096;-0.010376;-0.003319;0
1195;13.00;3.75;0.164943;0.392461;0.043985;-0.013335;-0.003934;0
1196;13.00;4.00;0.161713;0.387687;0.040428;-0.014582;-0.004323;0
1197;13.00;4.25;0.155948;0.380550;0.036694;-0.015108;-0.004660;0
1198;13.00;4.50;0.147933;0.371318;0.032874;-0.015331;-0.004970;0
1199;13.00;4.75;0.137883;0.360159;0.029028;-0.015388;-0.005276;0
1200;13.00;5.00;0.125900;0.347250;0.025180;-0.015555;-0.005643;0
1201;13.00;5.25;0.111565;0.332259;0.021250;-0.016162;-0.006231;0
1202;13.00;5.50;0.094044;0.314559;0.017099;-0.016707;-0.006804;0
1203;13.00;5.75;0.074159;0.295027;0.012897;-0.016401;-0.006943;0
1204;13.00;6.00;0.053391;0.274844;0.008899;-0.015168;-0.006587;0
1205;13.00;6.25;0.033208;0.255018;0.005313;-0.013815;-0.006252;0
1206;13.00;6.50;0.012941;0.234985;0.001991;-0.013898;-0.006525;0
1207;13.00;6.75;0.000000;0.212245;-0.001636;-0.014889;-0.007325;0
1208;13.00;7.00;0.000000;0.187267;-0.005453;-0.015644;-0.008262;0
1209;13.00;7.25;0.000000;0.160016;-0.009458;-0.016022;-0.008800;0
1210;13.00;7.50;0.000000;0.131382;-0.013465;-0.016159;-0.009213;0
1211;13.00;7.75;0.000000;0.101007;-0.017537;-0.016431;-0.009687;0
1212;13.00;8.00;0.000000;0.068918;-0.021680;-0.016691;-0.010183;0
1213;13.00;8.25;0.000000;0.035201;-0.025883;-0.016922;-0.010671;0
1214;13.00;8.50;0.000000;-0.000064;-0.030141;-0.017166;-0.011170;0
1215;13.00;8.75;0.000000;-0.036937;-0.034466;-0.017454;-0.011693;0
1216;13.00;9.00;0.000000;-0.075459;-0.038868;-0.017756;-0.012233;0
1217;13.00;9.25;0.000000;-0.115591;-0.043344;-0.018022;-0.012747;0
1218;13.00;9.50;0.000000;-0.157203;-0.047879;-0.018123;-0.013199;0
1219;13.00;9.75;0.000000;-0.199809;-0.052405;-0.018167;-0.013629;0
1220;13.00;10.00;0.000000;-0.243702;-0.056962;-0.018229;-0.014147;0
1221;13.50;2.00;0.078314;0.325636;0.039157;0.020495;0.001284;1
1222;13.50;2.25;0.099631;0.341806;0.044281;0.016045;0.000630;1
1223;13.50;2.50;0.117948;0.355576;0.047179;0.008392;-0.000372;1
1224;13.50;2.75;0.133311;0.367904;0.048477;0.003549;-0.000910;1
1225;13.50;3.00;0.146860;0.378871;0.048953;-0.001222;-0.001708;0
1226;13.50;3.25;0.155563;0.384980;0.047866;-0.007120;-0.002703;0
1227;13.50;3.50;0.158878;0.386100;0.045394;-0.011746;-0.003476;0
1228;13.50;3.75;0.157471;0.382894;0.041992;-0.014294;-0.004023;0
1229;13.50;4.00;0.152987;0.376830;0.038247;-0.015296;-0.004399;0
1230;13.50;4.25;0.145962;0.368420;0.034344;-0.015757;-0.004739;0
1231;13.50;4.50;0.136658;0.357890;0.030368;-0.015953;-0.005053;0
1232;13.50;4.75;0.125245;0.345387;0.026367;-0.016130;-0.005401;0
1233;13.50;5.00;0.111516;0.330825;0.022303;-0.016680;-0.005937;0
1234;13.50;5.25;0.094645;0.313570;0.018028;-0.017269;-0.006524;0
1235;13.50;5.50;0.075177;0.294219;0.013669;-0.017030;-0.006705;0
1236;13.50;5.75;0.054697;0.274119;0.009513;-0.015694;-0.006344;0
1237;13.50;6.00;0.034928;0.254477;0.005821;-0.014418;-0.006079;0
1238;13.50;6.25;0.014399;0.234106;0.002304;-0.014752;-0.006519;0
1239;13.50;6.50;0.000000;0.210836;-0.001555;-0.015716;-0.007362;0
1240;13.50;6.75;0.000000;0.185492;-0.005554;-0.016324;-0.008066;0
1241;13.50;7.00;0.000000;0.157912;-0.009717;-0.016681;-0.008595;0
1242;13.50;7.25;0.000000;0.128809;-0.013895;-0.016861;-0.009018;0
1243;13.50;7.50;0.000000;0.097850;-0.018147;-0.017150;-0.009509;0
1244;13.50;7.75;0.000000;0.065143;-0.022470;-0.017406;-0.009990;0
1245;13.50;8.00;0.000000;0.030783;-0.026850;-0.017639;-0.010464;0
1246;13.50;8.25;0.000000;-0.005204;-0.031290;-0.017910;-0.010964;0
1247;13.50;8.50;0.000000;-0.042900;-0.035805;-0.018218;-0.011483;0
1248;13.50;8.75;0.000000;-0.082294;-0.040399;-0.018533;-0.012029;0
1249;13.50;9.00;0.000000;-0.123363;-0.045072;-0.018785;-0.012535;0
1250;13.50;9.25;0.000000;-0.165886;-0.049791;-0.018888;-0.012985;0
1251;13.50;9.50;0.000000;-0.209569;-0.054516;-0.018994;-0.013441;0
1252;13.50;9.75;0.000000;-0.254729;-0.059288;-0.019274;-0.013992;0
1253;13.50;10.00;0.000000;-0.301688;-0.064153;-0.019458;-0.014564;0
1254;14.00;2.00;0.079546;0.324815;0.039773;0.019080;0.001181;1
1255;14.00;2.25;0.100222;0.340215;0.044543;0.014341;0.000418;1
1256;14.00;2.50;0.117359;0.353003;0.046943;0.006885;-0.000547;1
1257;14.00;2.75;0.131960;0.364733;0.047986;0.002192;-0.001069;1
1258;14.00;3.00;0.144119;0.374163;0.048040;-0.003032;-0.001926;0
1259;14.00;3.25;0.151026;0.378447;0.046470;-0.008840;-0.002868;0
1260;14.00;3.50;0.152668;0.377905;0.043619;-0.013016;-0.003625;0
1261;14.00;3.75;0.149856;0.373300;0.039962;-0.015180;-0.004100;0
1262;14.00;4.00;0.144118;0.365964;0.036030;-0.016013;-0.004472;0
1263;14.00;4.25;0.135809;0.356260;0.031955;-0.016417;-0.004814;0
1264;14.00;4.50;0.125194;0.344432;0.027821;-0.016656;-0.005151;0
1265;14.00;4.75;0.112229;0.330445;0.023627;-0.017156;-0.005630;0
1266;14.00;5.00;0.096214;0.313822;0.019243;-0.017801;-0.006228;0
1267;14.00;5.25;0.077315;0.294813;0.014727;-0.017697;-0.006480;0
1268;14.00;5.50;0.057167;0.274828;0.010394;-0.016347;-0.006154;0
1269;14.00;5.75;0.037680;0.255298;0.006553;-0.015150;-0.005913;0
1270;14.00;6.00;0.016915;0.234654;0.002819;-0.015518;-0.006417;0
1271;14.00;6.25;0.000000;0.211277;-0.001206;-0.016380;-0.007215;0
1272;14.00;6.50;0.000000;0.185768;-0.005371;-0.016992;-0.007857;0
1273;14.00;6.75;0.000000;0.157939;-0.009702;-0.017356;-0.008367;0
1274;14.00;7.00;0.000000;0.128492;-0.014049;-0.017549;-0.008798;0
1275;14.00;7.25;0.000000;0.097119;-0.018476;-0.017849;-0.009285;0
1276;14.00;7.50;0.000000;0.063946;-0.022973;-0.018103;-0.009757;0
1277;14.00;7.75;0.000000;0.029090;-0.027528;-0.018342;-0.010229;0
1278;14.00;8.00;0.000000;-0.007471;-0.032144;-0.018637;-0.010729;0
1279;14.00;8.25;0.000000;-0.045856;-0.036846;-0.018960;-0.011251;0
1280;14.00;8.50;0.000000;-0.085943;-0.041624;-0.019297;-0.011804;0
1281;14.00;8.75;0.000000;-0.127862;-0.046495;-0.019557;-0.012310;0
1282;14.00;9.00;0.000000;-0.171250;-0.051402;-0.019668;-0.012767;0
1283;14.00;9.25;0.000000;-0.215968;-0.056329;-0.019835;-0.013248;0
1284;14.00;9.50;0.000000;-0.262306;-0.061320;-0.020136;-0.013805;0
1285;14.00;9.75;0.000000;-0.310458;-0.066397;-0.020413;-0.014363;0
1286;14.00;10.00;0.000000;-0.360086;-0.071527;-0.020517;-0.014951;0
1287;14.50;2.00;0.080676;0.323909;0.040338;0.017442;0.001072;1
1288;14.50;2.25;0.100572;0.338489;0.044699;0.012589;0.000204;1
1289;14.50;2.50;0.116581;0.350369;0.046632;0.005417;-0.000675;1
1290;14.50;2.75;0.130370;0.361342;0.047407;0.000789;-0.001245;1
1291;14.50;3.00;0.141081;0.369239;0.047027;-0.004819;-0.002157;0
1292;14.50;3.25;0.146242;0.371751;0.044998;-0.010516;-0.003032;0
1293;14.50;3.50;0.146192;0.369575;0.041769;-0.014210;-0.003749;0
1294;14.50;3.75;0.142096;0.363670;0.037892;-0.015988;-0.004179;0
1295;14.50;4.00;0.135101;0.355063;0.033775;-0.016725;-0.004547;0
1296;14.50;4.25;0.125502;0.344089;0.029530;-0.017116;-0.004891;0
1297;14.50;4.50;0.113478;0.330894;0.025217;-0.017585;-0.005319;0
1298;14.50;4.75;0.098502;0.315063;0.020737;-0.018284;-0.005904;0
1299;14.50;5.00;0.080375;0.296593;0.016075;-0.018379;-0.006258;0
1300;14.50;5.25;0.060625;0.276799;0.011548;-0.017121;-0.006017;0
1301;14.50;5.50;0.041330;0.257330;0.007514;-0.015895;-0.005749;0
1302;14.50;5.75;0.020700;0.236716;0.003600;-0.016220;-0.006256;0
1303;14.50;6.00;0.000000;0.213334;-0.000595;-0.017021;-0.006994;0
1304;14.50;6.25;0.000000;0.187842;-0.004911;-0.017632;-0.007626;0
1305;14.50;6.50;0.000000;0.159878;-0.009412;-0.018020;-0.008141;0
1306;14.50;6.75;0.000000;0.130268;-0.013921;-0.018206;-0.008559;0
1307;14.50;7.00;0.000000;0.098658;-0.018515;-0.018517;-0.009036;0
1308;14.50;7.25;0.000000;0.065182;-0.023180;-0.018780;-0.009501;0
1309;14.50;7.50;0.000000;0.029967;-0.027905;-0.019039;-0.009974;0
1310;14.50;7.75;0.000000;-0.007057;-0.032699;-0.019349;-0.010473;0
